,MODEL_NM,SERIAL_NO,SENSING_TIME,REGION,AUTONOMOUS_DISTRICT,ADMINISTRATIVE_DISTRICT,VISITOR_COUNT,REG_DTTM
652,SDOT001,00000003038,2023-08-10_22:30:00,traditional_markets,Mapo-gu,Seogyo-dong,129,2023-08-10 22:48:04
653,SDOT001,00000004009,2023-08-10_22:36:00,main_street,Gangnam-gu,Daechi4-dong,106,2023-08-10 22:48:04
654,SDOT001,00000004004,2023-08-10_22:36:00,main_street,Seocho-gu,Banpo3-dong,32,2023-08-10 22:48:04
655,SDOT001,00000004046,2023-08-10_22:30:00,main_street,Gangnam-gu,Sinsa-dong,79,2023-08-10 22:48:04
656,SDOT001,00000004005,2023-08-10_22:32:00,main_street,Seocho-gu,Yangjae1-dong,27,2023-08-10 22:48:04
657,SDOT001,00000004001,2023-08-10_22:30:00,main_street,Seocho-gu,Seocho3-dong,21,2023-08-10 22:48:04
658,SDOT001,00000002994,2023-08-10_22:30:00,traditional_markets,Dongjak-gu,Sang-do1-dong,170,2023-08-10 22:48:04
659,SDOT001,00000003005,2023-08-10_22:30:00,traditional_markets,Gangnam-gu,Yeoksam2-dong,273,2023-08-10 22:48:04
660,SDOT001,00000003033,2023-08-10_22:30:00,traditional_markets,Dongjak-gu,Sadang2-dong,122,2023-08-10 22:48:04
661,SDOT001,00000004010,2023-08-10_22:35:00,main_street,Gangnam-gu,Yeoksam1-dong,82,2023-08-10 22:48:04
662,SDOT001,00000003011,2023-08-10_22:30:00,traditional_markets,Gangnam-gu,Gaepo2-dong,333,2023-08-10 22:48:04
663,SDOT001,00000003039,2023-08-10_22:30:00,traditional_markets,Dongjak-gu,Sadang2-dong,192,2023-08-10 22:48:04
664,SDOT001,00000003021,2023-08-10_22:30:00,traditional_markets,Dongjak-gu,Sang-do1-dong,188,2023-08-10 22:48:04
665,SDOT001,00000004045,2023-08-10_22:32:00,parks,Seoul_Grand_Park,valet_parking1,0,2023-08-10 22:48:04
666,SDOT001,00000003002,2023-08-10_22:30:00,traditional_markets,Mapo-gu,Mangwon-dong1,136,2023-08-10 22:48:04
667,SDOT001,00000003035,2023-08-10_22:30:00,traditional_markets,Songpa-gu,Jamsilbon-dong,218,2023-08-10 22:48:04
668,SDOT001,00000004031,2023-08-10_22:30:00,traditional_markets,Seodaemun-gu,Hongje3-dong,14,2023-08-10 22:48:04
669,SDOT001,00000004034,2023-08-10_22:35:00,parks,Songpa-gu,Jamsil6-dong,0,2023-08-10 22:48:04
670,SDOT001,00000003003,2023-08-10_22:30:00,traditional_markets,Yangcheon-gu,Sinwol1-dong,223,2023-08-10 22:48:04
671,SDOT001,00000004042,2023-08-10_22:37:00,main_street,Seongdong-gu,Seongsu1ga2-dong,1,2023-08-10 22:48:04
672,SDOT001,00000003026,2023-08-10_22:30:00,traditional_markets,Guro-gu,Gu-ro4-dong,100,2023-08-10 22:48:04
673,SDOT001,00000004002,2023-08-10_22:36:00,main_street,Seocho-gu,Seocho4-dong,43,2023-08-10 22:48:04
674,SDOT001,00000004050,2023-08-10_22:36:00,public_facilities,Seodaemun-gu,Cheonyeon-dong,0,2023-08-10 22:48:04
675,SDOT001,00000004043,2023-08-10_22:30:00,parks,Seongdong-gu,Seongsu1ga1-dong,1,2023-08-10 22:48:04
676,SDOT001,00000003017,2023-08-10_22:30:00,traditional_markets,Guro-gu,Gu-ro4-dong,124,2023-08-10 22:48:04
677,SDOT001,00000004049,2023-08-10_22:32:00,traditional_markets,Seodaemun-gu,Hongje3-dong,13,2023-08-10 22:48:04
678,SDOT001,00000002995,2023-08-10_22:30:00,traditional_markets,Gwangjin-gu,Junggok1-dong,205,2023-08-10 22:48:04
679,SDOT001,00000003016,2023-08-10_22:30:00,traditional_markets,Yangcheon-gu,Sinwol1-dong,182,2023-08-10 22:48:04
680,SDOT001,00000003008,2023-08-10_22:30:00,traditional_markets,Yangcheon-gu,Mok3-dong,173,2023-08-10 22:48:04
681,SDOT001,00000003041,2023-08-10_22:30:00,traditional_markets,Guro-gu,Gu-ro4-dong,157,2023-08-10 22:48:04
682,SDOT001,00000002992,2023-08-10_22:30:00,traditional_markets,Yangcheon-gu,Sinwol1-dong,201,2023-08-10 22:48:04
683,SDOT001,00000004032,2023-08-10_22:34:00,main_street,Mapo-gu,Mangwon-dong1,15,2023-08-10 22:48:04
684,SDOT001,00000004064,2023-08-10_22:37:00,parks,Seoul_Grand_Park,skylift,0,2023-08-10 22:48:04
685,SDOT001,00000004060,2023-08-10_22:31:00,parks,Seoul_Grand_Park,women_parking1,0,2023-08-10 22:48:04
686,SDOT001,00000004065,2023-08-10_22:31:00,parks,Seoul_Grand_Park,trail,0,2023-08-10 22:48:04
687,SDOT001,00000004061,2023-08-10_22:35:00,parks,Seoul_Grand_Park,women_parking2,0,2023-08-10 22:48:04
688,SDOT001,00000004039,2023-08-10_22:31:00,main_street,Jongno-gu,Samcheong-dong,0,2023-08-10 22:48:03
689,SDOT001,00000004063,2023-08-10_22:37:00,parks,Seoul_Grand_Park,valet_parking2,0,2023-08-10 22:48:03
690,SDOT001,00000004006,2023-08-10_22:30:00,parks,Gangdong-gu,Amsa3-dong,0,2023-08-10 22:48:03
691,SDOT001,00000003032,2023-08-10_22:30:00,traditional_markets,Gangseo-gu,Hwagok-dong1,191,2023-08-10 22:48:03
692,SDOT001,00000004013,2023-08-10_22:36:00,main_street,Gangnam-gu,Apgujeong-dong,46,2023-08-10 22:48:03
693,SDOT001,00000004027,2023-08-10_22:30:00,main_street,Gangseo-gu,Deungchon-dong1,29,2023-08-10 22:48:03
694,SDOT001,00000003022,2023-08-10_22:30:00,traditional_markets,Gwanak-gu,Sinwon-dong,200,2023-08-10 22:48:03
695,SDOT001,00000004007,2023-08-10_22:37:00,main_street,Gangdong-gu,Seongnae1-dong,5,2023-08-10 22:48:03
696,SDOT001,00000002993,2023-08-10_22:30:00,traditional_markets,Dobong-gu,Chang2-dong,137,2023-08-10 22:48:03
697,SDOT001,00000004026,2023-08-10_22:32:00,main_street,Gangseo-gu,Gayang-dong1,30,2023-08-10 22:48:03
698,SDOT001,00000004023,2023-08-10_22:30:00,main_street,Gangseo-gu,Banghwa3-dong,5,2023-08-10 22:48:03
699,SDOT001,00000003001,2023-08-10_22:30:00,traditional_markets,Nowon-gu,Gongneung1-dong,144,2023-08-10 22:48:03
700,SDOT001,00000004028,2023-08-10_22:36:00,main_street,Dobong-gu,Chang1-dong,0,2023-08-10 22:48:03
701,SDOT001,00000003013,2023-08-10_22:30:00,traditional_markets,Dobong-gu,Chang2-dong,158,2023-08-10 22:48:03
702,SDOT001,00000003010,2023-08-10_22:30:00,traditional_markets,Dobong-gu,Chang2-dong,140,2023-08-10 22:48:03
703,SDOT001,00000003028,2023-08-10_22:30:00,traditional_markets,Nowon-gu,Sanggye2-dong,121,2023-08-10 22:48:03
704,SDOT001,00000004024,2023-08-10_22:35:00,traditional_markets,Gangseo-gu,Banghwa1-dong,6,2023-08-10 22:48:03
705,SDOT001,00000004033,2023-08-10_22:30:00,main_street,Gangdong-gu,Cheonho1-dong,32,2023-08-10 22:48:03
706,SDOT001,00000003015,2023-08-10_22:30:00,traditional_markets,Dobong-gu,Chang3-dong,116,2023-08-10 22:48:03
707,SDOT001,00000004051,2023-08-10_22:31:00,commercial_area,Gangdong-gu,Buam-dong,16,2023-08-10 22:48:03
708,SDOT001,00000003007,2023-08-10_22:30:00,traditional_markets,Nowon-gu,Gongneung1-dong,178,2023-08-10 22:48:03
709,SDOT001,00000003019,2023-08-10_22:30:00,traditional_markets,Dobong-gu,Chang3-dong,136,2023-08-10 22:48:03
710,SDOT001,00000004062,2023-08-10_22:35:00,parks,Seoul_Grand_Park,meeting_bridge1,0,2023-08-10 22:48:03
711,SDOT001,00000002999,2023-08-10_22:30:00,public_facilities,Geumcheon-gu,Doksan4-dong,192,2023-08-10 22:48:03
712,SDOT001,00000003000,2023-08-10_22:30:00,traditional_markets,Guro-gu,Gocheok2-dong,141,2023-08-10 22:48:03
713,SDOT001,00000003037,2023-08-10_22:30:00,public_facilities,Geumcheon-gu,Doksan4-dong,84,2023-08-10 22:48:03
714,SDOT001,00000002996,2023-08-10_22:30:00,traditional_markets,Gangdong-gu,Amsa1-dong,207,2023-08-10 22:48:03
715,SDOT001,00000004037,2023-08-10_22:35:00,main_street,Jongno-gu,Gahoe-dong,0,2023-08-10 22:48:03
716,SDOT001,00000004021,2023-08-10_22:36:00,parks,Eunpyeong-gu,Nokbeon-dong,6,2023-08-10 22:48:03
717,SDOT001,00000004041,2023-08-10_22:30:00,main_street,Jongno-gu,Ihwa-dong,0,2023-08-10 22:48:03
718,SDOT001,00000004038,2023-08-10_22:30:00,main_street,Jongno-gu,Gahoe-dong,0,2023-08-10 22:48:03
719,SDOT001,00000003012,2023-08-10_22:30:00,public_facilities,Jongno-gu,Sajik-dong,124,2023-08-10 22:48:03
720,SDOT001,00000004040,2023-08-10_22:37:00,main_street,Jongno-gu,Ihwa-dong,5,2023-08-10 22:48:03
721,SDOT001,00000003030,2023-08-10_22:30:00,public_facilities,Geumcheon-gu,Gasan-dong,155,2023-08-10 22:48:03
722,SDOT001,00000003025,2023-08-10_22:30:00,traditional_markets,Gangdong-gu,Amsa1-dong,166,2023-08-10 22:48:03
723,SDOT001,00000003009,2023-08-10_22:30:00,traditional_markets,Guro-gu,Gocheok2-dong,134,2023-08-10 22:48:03
724,SDOT001,00000004048,2023-08-10_22:34:00,main_street,Gwangjin-gu,Guui1-dong,50,2023-08-10 22:48:03
725,SDOT001,00000004020,2023-08-10_22:36:00,main_street,Yongsan-gu,Itaewon2-dong,2,2023-08-10 22:48:03
726,SDOT001,00000003029,2023-08-10_22:30:00,public_facilities,Geumcheon-gu,Siheung2-dong,105,2023-08-10 22:48:03
727,SDOT001,00000004047,2023-08-10_22:36:00,traditional_markets,Gwangjin-gu,Hwayang-dong,102,2023-08-10 22:48:03
728,SDOT001,00000004022,2023-08-10_22:33:00,main_street,Eunpyeong-gu,Daejo-dong,17,2023-08-10 22:48:03
729,SDOT001,00000003027,2023-08-10_22:30:00,traditional_markets,Gangbuk-gu,Mia-dong,119,2023-08-10 22:48:03
730,SDOT001,00000004053,2023-08-10_22:30:00,residential_area,Gwangjin-gu,Gwangjang-dong,5,2023-08-10 22:48:03
731,SDOT001,00000004035,2023-08-10_22:35:00,main_street,Gwanak-gu,Nakseongdae-dong,40,2023-08-10 22:48:03
732,SDOT001,00000003040,2023-08-10_22:30:00,traditional_markets,Gangbuk-gu,Suyu1-dong,125,2023-08-10 22:48:03
733,SDOT001,00000004015,2023-08-10_22:30:00,main_street,Jung-gu,Gwanghui-dong,249,2023-08-10 22:48:03
734,SDOT001,00000004016,2023-08-10_22:35:00,main_street,Jung-gu,Myeong-dong,203,2023-08-10 22:48:03
735,SDOT001,00000004014,2023-08-10_22:36:00,main_street,Jung-gu,Sindang-dong,35,2023-08-10 22:48:03
736,SDOT001,00000004019,2023-08-10_22:30:00,main_street,Jung-gu,Hoehyeon-dong,5,2023-08-10 22:48:03
737,SDOT001,00000004018,2023-08-10_22:35:00,main_street,Jung-gu,Myeong-dong,62,2023-08-10 22:48:03
738,SDOT001,00000004036,2023-08-10_22:30:00,main_street,Yangcheon-gu,Sinjeong4-dong,24,2023-08-10 22:48:03
739,SDOT001,00000003018,2023-08-10_22:30:00,traditional_markets,Jungnang-gu,Muk2-dong,102,2023-08-10 22:48:03
740,SDOT001,00000004029,2023-08-10_22:37:00,traditional_markets,Gangbuk-gu,Suyu3-dong,10,2023-08-10 22:48:03
741,SDOT001,00000004017,2023-08-10_22:30:00,main_street,Jung-gu,Buam-dong,6,2023-08-10 22:48:03
742,SDOT001,00000003023,2023-08-10_22:30:00,traditional_markets,Jungnang-gu,Junghwa2-dong,153,2023-08-10 22:48:03
743,SDOT001,00000004030,2023-08-10_22:37:00,parks,Gangbuk-gu,Beon3-dong,4,2023-08-10 22:48:03
744,SDOT001,00000004034,2023-08-10_22:25:00,parks,Songpa-gu,Jamsil6-dong,0,2023-08-10 22:38:04
745,SDOT001,00000004049,2023-08-10_22:22:00,traditional_markets,Seodaemun-gu,Hongje3-dong,10,2023-08-10 22:38:04
746,SDOT001,00000004005,2023-08-10_22:22:00,main_street,Seocho-gu,Yangjae1-dong,41,2023-08-10 22:38:04
747,SDOT001,00000004009,2023-08-10_22:26:00,main_street,Gangnam-gu,Daechi4-dong,123,2023-08-10 22:38:04
748,SDOT001,00000004001,2023-08-10_22:20:00,main_street,Seocho-gu,Seocho3-dong,12,2023-08-10 22:38:04
749,SDOT001,00000004002,2023-08-10_22:26:00,main_street,Seocho-gu,Seocho4-dong,64,2023-08-10 22:38:04
750,SDOT001,00000004010,2023-08-10_22:25:00,main_street,Gangnam-gu,Yeoksam1-dong,119,2023-08-10 22:38:04
751,SDOT001,00000004050,2023-08-10_22:26:00,public_facilities,Seodaemun-gu,Cheonyeon-dong,0,2023-08-10 22:38:04
752,SDOT001,00000004004,2023-08-10_22:26:00,main_street,Seocho-gu,Banpo3-dong,45,2023-08-10 22:38:04
753,SDOT001,00000004046,2023-08-10_22:20:00,main_street,Gangnam-gu,Sinsa-dong,173,2023-08-10 22:38:04
754,SDOT001,00000004032,2023-08-10_22:24:00,main_street,Mapo-gu,Mangwon-dong1,23,2023-08-10 22:38:04
755,SDOT001,00000004031,2023-08-10_22:20:00,traditional_markets,Seodaemun-gu,Hongje3-dong,8,2023-08-10 22:38:04
756,SDOT001,00000004039,2023-08-10_22:21:00,main_street,Jongno-gu,Samcheong-dong,0,2023-08-10 22:38:03
757,SDOT001,00000004045,2023-08-10_22:22:00,parks,Seoul_Grand_Park,valet_parking1,0,2023-08-10 22:38:03
758,SDOT001,00000004006,2023-08-10_22:20:00,parks,Gangdong-gu,Amsa3-dong,0,2023-08-10 22:38:02
759,SDOT001,00000004013,2023-08-10_22:26:00,main_street,Gangnam-gu,Apgujeong-dong,37,2023-08-10 22:38:02
760,SDOT001,00000004041,2023-08-10_22:20:00,main_street,Jongno-gu,Ihwa-dong,2,2023-08-10 22:38:02
761,SDOT001,00000004033,2023-08-10_22:20:00,main_street,Gangdong-gu,Cheonho1-dong,21,2023-08-10 22:38:02
762,SDOT001,00000004028,2023-08-10_22:26:00,main_street,Dobong-gu,Chang1-dong,0,2023-08-10 22:38:02
763,SDOT001,00000004037,2023-08-10_22:25:00,main_street,Jongno-gu,Gahoe-dong,2,2023-08-10 22:38:02
764,SDOT001,00000004022,2023-08-10_22:23:00,main_street,Eunpyeong-gu,Daejo-dong,25,2023-08-10 22:38:02
765,SDOT001,00000004042,2023-08-10_22:27:00,main_street,Seongdong-gu,Seongsu1ga2-dong,5,2023-08-10 22:38:02
766,SDOT001,00000004026,2023-08-10_22:22:00,main_street,Gangseo-gu,Gayang-dong1,17,2023-08-10 22:38:02
767,SDOT001,00000004024,2023-08-10_22:25:00,traditional_markets,Gangseo-gu,Banghwa1-dong,12,2023-08-10 22:38:02
768,SDOT001,00000004021,2023-08-10_22:26:00,parks,Eunpyeong-gu,Nokbeon-dong,2,2023-08-10 22:38:02
769,SDOT001,00000004027,2023-08-10_22:20:00,main_street,Gangseo-gu,Deungchon-dong1,21,2023-08-10 22:38:02
770,SDOT001,00000004040,2023-08-10_22:27:00,main_street,Jongno-gu,Ihwa-dong,5,2023-08-10 22:38:02
771,SDOT001,00000004043,2023-08-10_22:20:00,parks,Seongdong-gu,Seongsu1ga1-dong,2,2023-08-10 22:38:02
772,SDOT001,00000004023,2023-08-10_22:20:00,main_street,Gangseo-gu,Banghwa3-dong,2,2023-08-10 22:38:02
773,SDOT001,00000004038,2023-08-10_22:20:00,main_street,Jongno-gu,Gahoe-dong,0,2023-08-10 22:38:02
774,SDOT001,00000004007,2023-08-10_22:27:00,main_street,Gangdong-gu,Seongnae1-dong,2,2023-08-10 22:38:02
775,SDOT001,00000004051,2023-08-10_22:21:00,commercial_area,Gangdong-gu,Buam-dong,25,2023-08-10 22:38:02
776,SDOT001,00000004062,2023-08-10_22:25:00,parks,Seoul_Grand_Park,meeting_bridge1,0,2023-08-10 22:38:02
777,SDOT001,00000004065,2023-08-10_22:21:00,parks,Seoul_Grand_Park,trail,0,2023-08-10 22:38:02
778,SDOT001,00000004064,2023-08-10_22:27:00,parks,Seoul_Grand_Park,skylift,0,2023-08-10 22:38:02
779,SDOT001,00000004060,2023-08-10_22:21:00,parks,Seoul_Grand_Park,women_parking1,0,2023-08-10 22:38:02
780,SDOT001,00000004061,2023-08-10_22:25:00,parks,Seoul_Grand_Park,women_parking2,0,2023-08-10 22:38:02
781,SDOT001,00000004018,2023-08-10_22:25:00,main_street,Jung-gu,Myeong-dong,47,2023-08-10 22:38:01
782,SDOT001,00000004053,2023-08-10_22:20:00,residential_area,Gwangjin-gu,Gwangjang-dong,0,2023-08-10 22:38:01
783,SDOT001,00000004020,2023-08-10_22:26:00,main_street,Yongsan-gu,Itaewon2-dong,4,2023-08-10 22:38:01
784,SDOT001,00000004063,2023-08-10_22:27:00,parks,Seoul_Grand_Park,valet_parking2,0,2023-08-10 22:38:01
785,SDOT001,00000004048,2023-08-10_22:24:00,main_street,Gwangjin-gu,Guui1-dong,53,2023-08-10 22:38:01
786,SDOT001,00000004015,2023-08-10_22:20:00,main_street,Jung-gu,Gwanghui-dong,341,2023-08-10 22:38:01
787,SDOT001,00000004035,2023-08-10_22:25:00,main_street,Gwanak-gu,Nakseongdae-dong,28,2023-08-10 22:38:01
788,SDOT001,00000004047,2023-08-10_22:26:00,traditional_markets,Gwangjin-gu,Hwayang-dong,104,2023-08-10 22:38:01
789,SDOT001,00000004014,2023-08-10_22:26:00,main_street,Jung-gu,Sindang-dong,32,2023-08-10 22:38:01
790,SDOT001,00000004030,2023-08-10_22:27:00,parks,Gangbuk-gu,Beon3-dong,1,2023-08-10 22:38:01
791,SDOT001,00000004017,2023-08-10_22:20:00,main_street,Jung-gu,Buam-dong,5,2023-08-10 22:38:01
792,SDOT001,00000004019,2023-08-10_22:20:00,main_street,Jung-gu,Hoehyeon-dong,3,2023-08-10 22:38:01
793,SDOT001,00000004016,2023-08-10_22:25:00,main_street,Jung-gu,Myeong-dong,164,2023-08-10 22:38:01
794,SDOT001,00000004029,2023-08-10_22:26:00,traditional_markets,Gangbuk-gu,Suyu3-dong,15,2023-08-10 22:38:01
795,SDOT001,00000004036,2023-08-10_22:20:00,main_street,Yangcheon-gu,Sinjeong4-dong,39,2023-08-10 22:38:01
796,SDOT001,00000004002,2023-08-10_22:16:00,main_street,Seocho-gu,Seocho4-dong,71,2023-08-10 22:28:04
797,SDOT001,00000003011,2023-08-10_22:19:00,traditional_markets,Gangnam-gu,Gaepo2-dong,242,2023-08-10 22:28:04
798,SDOT001,00000004046,2023-08-10_22:10:00,main_street,Gangnam-gu,Sinsa-dong,145,2023-08-10 22:28:04
799,SDOT001,00000004009,2023-08-10_22:16:00,main_street,Gangnam-gu,Daechi4-dong,143,2023-08-10 22:28:04
800,SDOT001,00000003021,2023-08-10_22:19:00,traditional_markets,Dongjak-gu,Sang-do1-dong,145,2023-08-10 22:28:04
801,SDOT001,00000004010,2023-08-10_22:15:00,main_street,Gangnam-gu,Yeoksam1-dong,112,2023-08-10 22:28:04
802,SDOT001,00000003020,2023-08-10_22:19:00,traditional_markets,Gangnam-gu,Nonhyeon1-dong,39,2023-08-10 22:28:04
803,SDOT001,00000003033,2023-08-10_22:20:00,traditional_markets,Dongjak-gu,Sadang2-dong,144,2023-08-10 22:28:04
804,SDOT001,00000003039,2023-08-10_22:20:00,traditional_markets,Dongjak-gu,Sadang2-dong,209,2023-08-10 22:28:04
805,SDOT001,00000004001,2023-08-10_22:10:00,main_street,Seocho-gu,Seocho3-dong,31,2023-08-10 22:28:04
806,SDOT001,00000002994,2023-08-10_22:19:00,traditional_markets,Dongjak-gu,Sang-do1-dong,186,2023-08-10 22:28:04
807,SDOT001,00000004004,2023-08-10_22:16:00,main_street,Seocho-gu,Banpo3-dong,84,2023-08-10 22:28:04
808,SDOT001,00000004005,2023-08-10_22:12:00,main_street,Seocho-gu,Yangjae1-dong,67,2023-08-10 22:28:04
809,SDOT001,00000003005,2023-08-10_22:19:00,traditional_markets,Gangnam-gu,Yeoksam2-dong,198,2023-08-10 22:28:04
810,SDOT001,00000004045,2023-08-10_22:12:00,parks,Seoul_Grand_Park,valet_parking1,0,2023-08-10 22:28:03
811,SDOT001,00000004050,2023-08-10_22:16:00,public_facilities,Seodaemun-gu,Cheonyeon-dong,0,2023-08-10 22:28:03
812,SDOT001,00000003038,2023-08-10_22:20:00,traditional_markets,Mapo-gu,Seogyo-dong,137,2023-08-10 22:28:03
813,SDOT001,00000002992,2023-08-10_22:19:00,traditional_markets,Yangcheon-gu,Sinwol1-dong,164,2023-08-10 22:28:03
814,SDOT001,00000003016,2023-08-10_22:19:00,traditional_markets,Yangcheon-gu,Sinwol1-dong,193,2023-08-10 22:28:03
815,SDOT001,00000004031,2023-08-10_22:10:00,traditional_markets,Seodaemun-gu,Hongje3-dong,6,2023-08-10 22:28:03
816,SDOT001,00000004034,2023-08-10_22:15:00,parks,Songpa-gu,Jamsil6-dong,0,2023-08-10 22:28:03
817,SDOT001,00000003003,2023-08-10_22:19:00,traditional_markets,Yangcheon-gu,Sinwol1-dong,178,2023-08-10 22:28:03
818,SDOT001,00000004043,2023-08-10_22:10:00,parks,Seongdong-gu,Seongsu1ga1-dong,0,2023-08-10 22:28:03
819,SDOT001,00000003008,2023-08-10_22:19:00,traditional_markets,Yangcheon-gu,Mok3-dong,175,2023-08-10 22:28:03
820,SDOT001,00000003002,2023-08-10_22:19:00,traditional_markets,Mapo-gu,Mangwon-dong1,163,2023-08-10 22:28:03
821,SDOT001,00000004042,2023-08-10_22:17:00,main_street,Seongdong-gu,Seongsu1ga2-dong,7,2023-08-10 22:28:03
822,SDOT001,00000004032,2023-08-10_22:14:00,main_street,Mapo-gu,Mangwon-dong1,15,2023-08-10 22:28:03
823,SDOT001,00000003026,2023-08-10_22:20:00,traditional_markets,Guro-gu,Gu-ro4-dong,84,2023-08-10 22:28:03
824,SDOT001,00000003035,2023-08-10_22:20:00,traditional_markets,Songpa-gu,Jamsilbon-dong,228,2023-08-10 22:28:03
825,SDOT001,00000004049,2023-08-10_22:12:00,traditional_markets,Seodaemun-gu,Hongje3-dong,4,2023-08-10 22:28:03
826,SDOT001,00000003041,2023-08-10_22:20:00,traditional_markets,Guro-gu,Gu-ro4-dong,139,2023-08-10 22:28:03
827,SDOT001,00000003017,2023-08-10_22:19:00,traditional_markets,Guro-gu,Gu-ro4-dong,102,2023-08-10 22:28:03
828,SDOT001,00000002995,2023-08-10_22:19:00,traditional_markets,Gwangjin-gu,Junggok1-dong,159,2023-08-10 22:28:03
829,SDOT001,00000004033,2023-08-10_22:10:00,main_street,Gangdong-gu,Cheonho1-dong,33,2023-08-10 22:28:03
830,SDOT001,00000003028,2023-08-10_22:20:00,traditional_markets,Nowon-gu,Sanggye2-dong,127,2023-08-10 22:28:02
831,SDOT001,00000004007,2023-08-10_22:17:00,main_street,Gangdong-gu,Seongnae1-dong,7,2023-08-10 22:28:02
832,SDOT001,00000003022,2023-08-10_22:19:00,traditional_markets,Gwanak-gu,Sinwon-dong,134,2023-08-10 22:28:02
833,SDOT001,00000003010,2023-08-10_22:19:00,traditional_markets,Dobong-gu,Chang2-dong,158,2023-08-10 22:28:02
834,SDOT001,00000003013,2023-08-10_22:19:00,traditional_markets,Dobong-gu,Chang2-dong,103,2023-08-10 22:28:02
835,SDOT001,00000003007,2023-08-10_22:19:00,traditional_markets,Nowon-gu,Gongneung1-dong,154,2023-08-10 22:28:02
836,SDOT001,00000004006,2023-08-10_22:10:00,parks,Gangdong-gu,Amsa3-dong,2,2023-08-10 22:28:02
837,SDOT001,00000003034,2023-08-10_22:20:00,traditional_markets,Gwanak-gu,Sinwon-dong,336,2023-08-10 22:28:02
838,SDOT001,00000002993,2023-08-10_22:19:00,traditional_markets,Dobong-gu,Chang2-dong,145,2023-08-10 22:28:02
839,SDOT001,00000003019,2023-08-10_22:19:00,traditional_markets,Dobong-gu,Chang3-dong,147,2023-08-10 22:28:02
840,SDOT001,00000003015,2023-08-10_22:19:00,traditional_markets,Dobong-gu,Chang3-dong,127,2023-08-10 22:28:02
841,SDOT001,00000003001,2023-08-10_22:19:00,traditional_markets,Nowon-gu,Gongneung1-dong,122,2023-08-10 22:28:02
842,SDOT001,00000004027,2023-08-10_22:10:00,main_street,Gangseo-gu,Deungchon-dong1,35,2023-08-10 22:28:02
843,SDOT001,00000004013,2023-08-10_22:16:00,main_street,Gangnam-gu,Apgujeong-dong,20,2023-08-10 22:28:02
844,SDOT001,00000004026,2023-08-10_22:12:00,main_street,Gangseo-gu,Gayang-dong1,36,2023-08-10 22:28:02
845,SDOT001,00000004023,2023-08-10_22:10:00,main_street,Gangseo-gu,Banghwa3-dong,5,2023-08-10 22:28:02
846,SDOT001,00000004024,2023-08-10_22:15:00,traditional_markets,Gangseo-gu,Banghwa1-dong,11,2023-08-10 22:28:02
847,SDOT001,00000003032,2023-08-10_22:20:00,traditional_markets,Gangseo-gu,Hwagok-dong1,139,2023-08-10 22:28:02
848,SDOT001,00000004051,2023-08-10_22:11:00,commercial_area,Gangdong-gu,Buam-dong,18,2023-08-10 22:28:02
849,SDOT001,00000004028,2023-08-10_22:16:00,main_street,Dobong-gu,Chang1-dong,0,2023-08-10 22:28:02
850,SDOT001,00000004041,2023-08-10_22:10:00,main_street,Jongno-gu,Ihwa-dong,1,2023-08-10 22:28:01
851,SDOT001,00000003025,2023-08-10_22:20:00,traditional_markets,Gangdong-gu,Amsa1-dong,169,2023-08-10 22:28:01
852,SDOT001,00000002999,2023-08-10_22:19:00,public_facilities,Geumcheon-gu,Doksan4-dong,162,2023-08-10 22:28:01
853,SDOT001,00000003037,2023-08-10_22:20:00,public_facilities,Geumcheon-gu,Doksan4-dong,99,2023-08-10 22:28:01
854,SDOT001,00000004039,2023-08-10_22:11:00,main_street,Jongno-gu,Samcheong-dong,16,2023-08-10 22:28:01
855,SDOT001,00000004035,2023-08-10_22:15:00,main_street,Gwanak-gu,Nakseongdae-dong,66,2023-08-10 22:28:01
856,SDOT001,00000004038,2023-08-10_22:10:00,main_street,Jongno-gu,Gahoe-dong,0,2023-08-10 22:28:01
857,SDOT001,00000003009,2023-08-10_22:19:00,traditional_markets,Guro-gu,Gocheok2-dong,168,2023-08-10 22:28:01
858,SDOT001,00000004040,2023-08-10_22:17:00,main_street,Jongno-gu,Ihwa-dong,3,2023-08-10 22:28:01
859,SDOT001,00000004048,2023-08-10_22:14:00,main_street,Gwangjin-gu,Guui1-dong,54,2023-08-10 22:28:01
860,SDOT001,00000002996,2023-08-10_22:19:00,traditional_markets,Gangdong-gu,Amsa1-dong,163,2023-08-10 22:28:01
861,SDOT001,00000003012,2023-08-10_22:19:00,public_facilities,Jongno-gu,Sajik-dong,98,2023-08-10 22:28:01
862,SDOT001,00000003000,2023-08-10_22:19:00,traditional_markets,Guro-gu,Gocheok2-dong,117,2023-08-10 22:28:01
863,SDOT001,00000003030,2023-08-10_22:20:00,public_facilities,Geumcheon-gu,Gasan-dong,171,2023-08-10 22:28:01
864,SDOT001,00000004037,2023-08-10_22:15:00,main_street,Jongno-gu,Gahoe-dong,0,2023-08-10 22:28:01
865,SDOT001,00000004047,2023-08-10_22:16:00,traditional_markets,Gwangjin-gu,Hwayang-dong,108,2023-08-10 22:28:01
866,SDOT001,00000004021,2023-08-10_22:16:00,parks,Eunpyeong-gu,Nokbeon-dong,2,2023-08-10 22:28:01
867,SDOT001,00000004020,2023-08-10_22:16:00,main_street,Yongsan-gu,Itaewon2-dong,1,2023-08-10 22:28:01
